M,Only host,Only host + svm,svm + gpu,only gpu
621,1682.392578,961.144531,13.248047,13.076172
622,993.212891,969.613281,14.509766,12.414063
623,1000.527344,917.074219,13.410156,12.585938
624,905.072266,929.556641,14.236328,12.691406
625,958.421875,980.441406,13.417969,11.927734
626,957.509766,951.128906,14.724609,12.736328
627,941.015625,985.623047,13.910156,13.800781
628,1004.701172,993.173828,12.994141,12.294922
629,1010.179688,1046.044922,13.833984,13.431641
630,1064.587891,1282.105469,13.630859,12.169922
631,1025.375000,975.316406,13.068359,12.460938
632,931.083984,941.080078,13.433594,12.767578
633,1007.582031,948.076172,13.777344,12.414063
634,935.119141,933.201172,13.191406,12.712891
635,957.000000,970.980469,14.068359,13.089844
636,972.121094,966.716797,13.732422,12.638672
637,988.166016,1047.052734,14.228516,14.324219
638,1077.931641,1041.693359,13.433594,12.628906
639,1105.730469,1136.236328,13.386719,12.599609
640,1342.646484,1291.330078,13.671875,12.894531
641,1018.039063,985.728516,13.679688,12.824219
642,1001.058594,999.855469,14.011719,12.779297
643,1097.089844,1015.755859,13.998047,13.294922
644,1042.488281,1033.417969,13.279297,13.212891
645,1031.593750,1044.611328,13.626953,12.685547
646,1025.488281,1032.646484,14.218750,13.388672
647,1068.824219,1040.785156,14.675781,13.646484
648,1008.091797,1000.312500,14.974609,13.695313
649,1066.785156,1022.185547,13.886719,12.912109
650,1067.000000,1026.369141,14.607422,13.308594
651,1052.859375,1058.988281,14.251953,13.248047
652,1080.978516,1065.679688,14.376953,13.085938
653,1036.501953,1112.851563,15.386719,13.556641
654,1037.867188,1025.615234,14.220703,14.089844
655,1081.841797,1069.236328,14.882813,13.910156
656,1120.466797,1015.328125,13.585938,12.968750
657,1076.804688,1073.716797,14.951172,13.867188
658,1140.859375,1105.798828,15.656250,13.742188
659,1074.240234,1068.064453,14.623047,13.677734
660,1074.697266,1142.347656,14.007813,13.388672
661,1227.341797,1221.261719,15.230469,15.363281
662,1192.982422,1349.111328,14.695313,13.882813
663,1131.482422,1069.582031,15.144531,13.882813
664,1094.945313,1111.347656,14.744141,13.691406
665,1139.423828,1114.054688,14.974609,14.220703
666,1105.519531,1195.523438,15.910156,14.337891
667,1118.718750,1134.056641,14.162109,13.505859
668,1112.929688,1110.861328,14.505859,13.994141
