M,Only host,Only host + svm,svm + gpu,only gpu
606,0.000000,0.000000,25.601563,24.875000
607,0.000000,0.000000,24.191406,24.105469
608,0.000000,0.000000,25.837891,25.248047
609,0.000000,0.000000,24.769531,24.738281
610,0.000000,0.000000,24.869141,24.896484
611,0.000000,0.000000,24.544922,25.453125
612,0.000000,0.000000,25.431641,25.425781
613,0.000000,0.000000,26.283203,23.701172
614,0.000000,0.000000,26.017578,25.187500
615,0.000000,0.000000,24.503906,24.683594
616,0.000000,0.000000,27.718750,25.232422
617,0.000000,0.000000,24.982422,24.714844
618,0.000000,0.000000,26.818359,25.617188
619,0.000000,0.000000,25.138672,25.041016
620,0.000000,0.000000,26.039063,26.232422
621,0.000000,0.000000,25.457031,25.941406
622,0.000000,0.000000,26.345703,26.150391
623,0.000000,0.000000,25.755859,25.376953
624,0.000000,0.000000,27.656250,26.074219
625,0.000000,0.000000,25.814453,26.064453
626,0.000000,0.000000,27.433594,26.035156
627,0.000000,0.000000,26.005859,25.912109
628,0.000000,0.000000,27.398438,26.623047
629,0.000000,0.000000,26.312500,26.222656
630,0.000000,0.000000,26.941406,27.544922
